,topic,difficulty,obscurity,extracted_queries
1382,Climate Change,Medium,Fairly,"The planet Venus has an atmosphere that is over 96% carbon dioxide, causing a runaway greenhouse effect with surface temperatures over 450°C."
1383,Climate Change,Medium,Fairly,Deforestation accounts for about 15% of global greenhouse gas emissions through loss of carbon storage and release of stored carbon.
1384,Climate Change,Medium,Fairly,"Methane is a much more potent greenhouse gas than carbon dioxide, trapping over 25 times more heat per molecule."
1385,Climate Change,Medium,Fairly,The last time carbon dioxide levels were as high as today was over 3 million years ago during the Pliocene epoch.
1386,Climate Change,Medium,Fairly,Switching to renewable energy sources like solar and wind could reduce global carbon emissions by over 70% by 2050.
1387,Climate Change,Medium,Fairly,"So-called ""geoengineering"" ideas like spraying particles into the stratosphere could rapidly cool the planet if deployed at scale."
1388,Climate Change,Medium,Fairly,The greenhouse effect is a natural phenomenon that makes the Earth habitable by trapping some heat.
1389,Climate Change,Medium,Fairly,Ocean acidification from absorbing excess CO2 threatens marine ecosystems like coral reefs.
1390,Climate Change,Medium,Fairly,Glaciers and ice sheets are melting faster today than in the past several thousand years.
1391,Climate Change,Medium,Fairly,"Climate change is making droughts, wildfires, and heatwaves more common in many parts of the world."
1392,Climate Change,Medium,Fairly,Rising sea levels threaten coastal cities and island nations like Tuvalu with increased flooding.
1393,Climate Change,Medium,Fairly,Switching all cars and trucks to electric vehicles could reduce transportation emissions substantially.
1394,Climate Change,Medium,Fairly,Some animals and plants are migrating to cooler climates as global temperatures rise.
1395,Climate Change,Medium,Fairly,A large volcanic eruption could temporarily cool the planet for a year or two by releasing sun-blocking particles.
1396,Climate Change,Medium,Fairly,"Climate change exacerbates poverty, hunger, and inequality for the world's poorest people."
1397,Climate Change,Medium,Fairly,The oil and gas industry has historically spread misinformation to downplay climate risks.
1398,Climate Change,Medium,Fairly,Planting new forests removes carbon dioxide from the air through photosynthesis.
1399,Climate Change,Medium,Fairly,Individual actions like limiting air travel have little impact on total global emissions.
1400,Climate Change,Easy,Least,Global temperatures have been rising over the past century.
1401,Climate Change,Easy,Least,Sea levels have risen several inches in the past 100 years due to melting glaciers and ice sheets.
1402,Climate Change,Easy,Least,More extreme weather events like hurricanes and heat waves have occurred in recent decades.
1403,Climate Change,Easy,Least,Burning fossil fuels like coal and oil releases carbon dioxide into the atmosphere.
1404,Climate Change,Easy,Least,Carbon dioxide is a greenhouse gas that traps heat in the atmosphere.
1405,Climate Change,Easy,Least,Deforestation also contributes to climate change by reducing CO2 absorption.
1406,Climate Change,Easy,Least,Transitioning to renewable energy sources can help mitigate climate change.
1407,Climate Change,Easy,Least,Individual actions like limiting car use and meat consumption can reduce a person's carbon footprint.
1408,Climate Change,Easy,Least,Climate change will have significant impacts on ecosystems around the world.
1409,Climate Change,Easy,Least,Reducing greenhouse gas emissions is critical to limiting future climate change.
1410,Climate Change,Easy,Least,Climate change is primarily driven by natural factors like changes in solar activity.
1411,Climate Change,Easy,Least,The greenhouse effect is a process that warms the Earth's surface.
1412,Climate Change,Easy,Least,Climate change will mostly impact people living in poverty.
1413,Climate Change,Easy,Least,Switching to electric vehicles can reduce transportation emissions.
1414,Climate Change,Easy,Least,Scientists have reached a consensus that humans are causing recent climate change.
1415,Climate Change,Easy,Least,Planting trees can remove carbon dioxide from the atmosphere.
1416,Climate Change,Easy,Least,Climate change will increase the frequency of extreme heat waves.
1417,Climate Change,Easy,Least,Reducing food waste is one way to lower greenhouse gas emissions.
1418,Climate Change,Easy,Least,Climate change is likely to worsen water scarcity in some regions.
1419,Climate Change,Easy,Least,Fossil fuel companies have spread misinformation about climate change.
1420,Wildlife Conservation,Hard,Most,"The world's rarest big cat is the Iberian lynx, with only about 100 individuals remaining in the wild."
1421,Wildlife Conservation,Hard,Most,"The Barton Springs salamander is an endangered species of salamander found only in the springs around Austin, Texas."
1422,Wildlife Conservation,Hard,Most,The island of Mauritius was once home to the dodo bird before it went extinct in the late 17th century.
1423,Wildlife Conservation,Hard,Most,The aye-aye is a lemur native to Madagascar that taps trees with its long finger to find insects and is considered an omen of ill luck by some locals.
1424,Wildlife Conservation,Hard,Most,The critically endangered vaquita porpoise lives only in the northern part of the Gulf of California and fewer than 30 individuals remain.
1425,Wildlife Conservation,Hard,Most,"The Golden Lion Tamarin Conservation Program has helped increase the wild population of this endangered Brazilian monkey to over 1,000 individuals."
1426,Wildlife Conservation,Hard,Most,"Kihansi spray toads originally lived only near the Kihansi waterfall in Tanzania before it was dammed, wiping out most of the species."
1427,Wildlife Conservation,Hard,Most,The Bacan dove is a critically endangered species of dove native to Indonesia that was thought extinct before 18 individuals were rediscovered in 2017.
1428,Wildlife Conservation,Hard,Most,The practice of supplementary feeding provides additional food sources for endangered species to help increase their populations.
1429,Wildlife Conservation,Hard,Most,Habitat fragmentation from human development is a major threat to many wildlife species.
1430,Wildlife Conservation,Hard,Most,"Ecotourism, when properly managed, can provide funds for protecting sensitive ecosystems and raise awareness about conservation."
1431,Wildlife Conservation,Hard,Most,Biodiversity hotspots are regions with significant levels of biodiversity that are under threat from human activities.
1432,Wildlife Conservation,Hard,Most,"Overharvesting for traditional medicine is a factor driving population declines in animals like tigers, rhinos and pangolins."
1433,Wildlife Conservation,Hard,Most,Invasive species introduced to new ecosystems can prey on or outcompete native wildlife populations.
1434,Wildlife Conservation,Hard,Most,"Climate change is altering habitats and threatening wildlife through impacts like sea level rise, droughts and wildfires."
1435,Wildlife Conservation,Hard,Most,Unsustainable hunting and poaching contributes to endangerment and extinction of wildlife species.
1436,Wildlife Conservation,Hard,Most,Habitat restoration projects aim to restore degraded ecosystems to benefit at-risk native wildlife.
1437,Wildlife Conservation,Hard,Most,"Bycatch, the unintended capture of non-target species, is a threat to wildlife like dolphins, sea turtles and albatrosses."
1438,Wildlife Conservation,Medium,Fairly,The Convention on Biological Diversity is an international treaty aimed at developing national conservation strategies and promoting sustainable use of natural resources.
1439,Wildlife Conservation,Medium,Fairly,CITES (the Convention on International Trade in Endangered Species of Wild Fauna and Flora) regulates the international trade of threatened species to ensure trade does not threaten their survival.
1440,Wildlife Conservation,Medium,Fairly,Ecosystem services are the benefits that humans freely gain from the natural environment and from properly functioning ecosystems.
1441,Wildlife Conservation,Medium,Fairly,Invasive species are native plants or animals that harm an ecosystem they did not originally evolve in.
1442,Wildlife Conservation,Medium,Fairly,Rewilding aims to restore and protect natural processes and core wilderness areas.
1443,Wildlife Conservation,Medium,Fairly,The red wolf is extinct in the wild.
1444,Wildlife Conservation,Medium,Fairly,"Habitat loss and degradation are the main threats to 85% of all threatened birds, mammals and amphibians."
1445,Wildlife Conservation,Medium,Fairly,Biodiversity hotspots are areas that contain at least 1500 endemic vascular plant species and have lost at least 70% of their original habitat.
1446,Wildlife Conservation,Medium,Fairly,Agroforestry combines agriculture and forestry techniques to create integrated and sustainable land management systems.
1447,Wildlife Conservation,Medium,Fairly,Overexploitation and illegal trade have reduced tiger populations by 96% over the past 100 years.
1448,Wildlife Conservation,Medium,Fairly,Ecotourism refers to responsible travel that conserves natural areas and improves local people's well-being.
1449,Wildlife Conservation,Medium,Fairly,The major threat to most marine ecosystems today is overfishing.
1450,Wildlife Conservation,Medium,Fairly,Zoos play an important role in wildlife conservation through captive breeding programs for endangered species.
1451,Wildlife Conservation,Medium,Fairly,Reintroducing top predators like wolves to their native habitats can have cascading positive effects on the entire ecosystem.
1452,Wildlife Conservation,Medium,Fairly,Urban sprawl and development is a leading cause of habitat loss and fragmentation for many species.
